model_type,train_type,epoch,hab_im,test_im,identity,hab_trials,hab_start,hab_end,test_loss
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r33_17.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r04_28.jpg,diff,3,0.343081533908844,0.3623727262020111,0.6186531186103821
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r33_17.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r07_01.jpg,diff,3,0.343081533908844,0.3623727262020111,0.46416938304901123
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r01_15.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.5895451307296753
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r31_01.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.717814028263092
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r14_07.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.8403128385543823
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r10_01.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.2260594516992569
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r33_17.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.1967235952615738
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,same,3,0.5082812011241913,0.43545177578926086,0.3195808231830597
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r16_01.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.7146496176719666
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r18_14.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.638372004032135
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r27_07.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.6037222743034363
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r02_06.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.6592154502868652
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r12_20.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.7528371810913086
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r30_11.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.6930029392242432
classify,imagenet_oneface,30,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r34_02.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//monkey_front/r21_02.jpg,diff,3,0.5082812011241913,0.43545177578926086,0.37206733226776123
